matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	sexer	cartevpr	nbjdebit
2010271	31	4	0	47	1	325	2	1	0	0	2	11	169675	4	8798	8798	0	1	3771	11	13	45	0	0	0	0	4	169675	2	103306	2	66369	0	0	0	0	0	0	19	1	0	172596	0	1	0	0
2040354	31	4	1	22	2	325	3	2	0	0	1	0	103	0	0	0	0	1	1539	0	20	3	0	0	0	0	2	103	1	0	1	103	0	0	0	0	0	0	0	1	0	314511	302946	0	0	0
2041990	75	4	1	24	2	153	3	2	0	0	3	8	64950	0	0	0	0	1	17267	8	13	36	0	0	0	0	2	64950	0	0	2	64950	0	0	0	0	0	0	8	1	0	93117	0	0	0	0
2042998	31	4	1	56	1	91	1	2	0	0	0	17	81996	0	0	0	0	1	3815	17	13	24	0	0	0	0	2	81996	1	55962	1	26034	0	0	0	0	0	0	6	1	0	87029	0	0	0	0
2242627	31	3	1	50	1	258	2	4	0	0	0	1	0	0	0	0	0	1	1316	1	14	18	26000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1205	0	0	0	0
2244844	31	3	0	40	2	203	2	2	0	0	1	38	23622	19	976560	0	0	1	11530	38	13	63	0	976560	1	33026	3	23622	2	12785	1	10837	0	0	0	0	0	0	41	1	0	80185	33026	1	0	0
2245902	31	3	1	49	1	268	2	3	0	0	0	6	0	0	0	0	0	1	6171	6	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	2351	0	0	0	0
2246052	31	1	1	38	1	170	4	4	0	-2	1	11	6755	20	38177	38177	0	1	5018	11	15	23	0	0	0	0	1	6755	0	0	1	6755	0	0	0	0	0	0	1	2	0	6755	0	0	0	5
2246786	31	1	1	27	2	147	3	1	0	0	0	4	222619	0	0	0	0	1	20633	4	13	27	20500	0	1	26051	3	222619	2	190790	1	31829	0	0	0	0	0	0	11	1	0	272554	28314	0	0	0
2248243	31	1	1	36	1	108	1	3	0	0	1	19	100	0	12267	12267	0	1	-928	19	13	67	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	42	2	0	100	0	0	0	52
2343834	31	1	1	50	1	183	1	1	0	0	0	12	126467	0	0	0	0	1	4801	12	13	20	0	0	0	0	3	126467	0	0	2	39589	1	86878	0	0	0	0	3	1	0	133631	0	0	0	0
2344870	31	1	0	49	3	151	3	1	0	0	3	9	159730	0	0	0	0	1	5446	6	13	30	0	0	2	57640	3	159730	1	104496	1	14289	1	40945	0	0	0	0	13	1	0	218098	58106	1	0	0
2345955	31	2	0	26	2	113	2	3	0	0	2	8	3242	10	16544	0	16544	1	1794	8	13	21	0	0	0	0	2	3242	1	0	1	3242	0	0	0	0	0	0	1	1	0	8369	0	1	0	41
2442410	31	1	1	47	1	261	4	2	0	0	2	46	0	4	25574	0	24693	2	23547	46	14	33	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	17365	0	0	0	32
2443106	31	1	0	42	1	245	3	1	0	0	2	17	82424	8	65599	4440	61159	1	-1678	13	13	57	0	0	0	0	3	82424	1	10143	1	32187	1	40094	0	0	0	0	6	1	0	90049	7625	1	0	60
2443795	31	1	1	39	2	229	4	2	0	0	1	84	2855	30	222556	0	23624	1	50394	83	14	41	0	198932	0	0	3	2855	0	0	2	2338	1	517	0	0	0	0	24	1	0	69288	500	0	0	42
2444407	31	1	1	43	1	212	1	1	0	0	1	16	119071	40	59942	0	12106	1	8465	16	13	63	53200	47836	1	199152	2	119071	2	119071	0	0	0	0	0	0	0	0	22	2	0	347292	207527	0	0	0
2444470	31	1	1	37	2	211	1	3	0	0	2	11	0	0	0	0	0	1	2045	11	13	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1391	0	0	0	29
2445019	31	1	1	48	1	197	2	2	0	0	0	12	0	0	0	0	0	1	2983	12	15	21	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5609	0	0	0	0
2446098	31	1	0	37	1	169	2	2	0	0	3	8	1423	0	0	0	0	1	9270	8	13	39	9332	0	0	0	1	1423	0	0	1	1423	0	0	0	0	0	0	11	1	0	6285	0	1	0	0
2447555	31	1	0	27	2	129	3	2	0	0	0	8	22028	0	0	0	0	1	12124	8	13	30	0	0	0	0	1	22028	0	0	1	22028	0	0	0	0	0	0	13	1	0	32723	0	1	0	0
2448110	31	1	0	28	2	117	2	3	0	0	1	7	0	0	50	50	0	1	816	7	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	1	0	38
2448710	31	1	1	42	1	103	4	3	0	0	0	27	0	0	24843	2486	22357	2	5991	27	13	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	1	0	0	0	0	14
2448738	31	1	1	30	2	103	2	2	0	0	1	9	12042	0	0	0	0	1	19635	9	13	50	0	0	0	0	1	12042	0	0	1	12042	0	0	0	0	0	0	20	2	1	29564	0	0	0	0
2450027	31	1	1	50	1	253	4	1	0	0	1	36	88021	4	107234	0	0	1	5093	28	13	79	0	107234	0	0	2	88021	1	35000	0	0	1	53021	0	0	0	0	8	1	0	99035	0	0	0	20
2453076	31	1	0	50	1	175	1	1	0	0	1	17	119291	0	0	0	0	1	5337	17	13	40	5100	0	0	0	3	119291	1	115522	2	3769	0	0	0	0	0	0	8	1	0	129390	0	1	0	0
2453649	31	1	1	54	1	216	1	1	0	0	1	18	55631	0	0	0	0	1	7134	18	13	56	10000	0	0	0	2	55631	0	0	2	55631	0	0	0	0	0	0	23	2	1	68340	0	0	0	6
2454557	31	2	0	30	1	137	2	2	0	0	0	17	83450	0	0	0	0	1	9560	14	30	4	0	0	1	20789	2	83450	2	83450	0	0	0	0	0	0	0	0	0	2	2	110382	20789	1	0	1
2454653	31	1	0	52	3	133	1	2	0	0	0	17	19630	0	0	0	0	1	3404	17	13	56	0	0	0	0	1	19630	0	0	1	19630	0	0	0	0	0	0	22	2	1	24978	0	1	0	3
2460672	31	1	1	53	1	84	2	3	0	0	2	10	0	0	397	397	0	1	2926	10	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	7
2461145	31	1	1	51	1	76	1	3	0	0	3	23	0	0	0	0	0	1	8462	23	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2909	0	0	0	3
2463043	31	1	0	37	2	48	2	4	0	0	0	1	0	0	0	0	0	1	878	1	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1168	0	1	0	0
2540291	31	1	1	49	1	310	4	4	0	0	1	16	2104	13	42683	6195	24541	1	-4005	16	13	40	0	11947	2	80050	2	2104	1	2001	1	103	0	0	0	0	0	0	0	1	1	82354	80250	0	0	68
2540740	9	1	0	64	1	325	2	2	0	0	1	20	43078	0	0	0	0	1	7973	20	13	37	0	0	0	0	3	43078	1	16267	2	26811	0	0	0	0	0	0	0	1	0	51175	0	1	0	0
2543530	31	1	0	52	2	240	2	3	0	0	1	10	0	0	0	0	0	1	7461	10	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	11715	200	1	0	0
2544606	31	1	1	50	1	220	1	2	0	0	0	25	4665	0	0	0	0	1	7244	25	13	63	50390	0	0	0	1	4665	0	0	1	4665	0	0	0	0	0	0	24	1	0	16486	0	0	0	5
2550181	31	1	1	52	1	305	2	1	0	0	1	30	49388	0	0	0	0	1	7124	30	13	57	0	0	2	225356	2	49388	1	16396	1	32992	0	0	0	0	0	0	19	1	0	284878	225356	0	0	0
2550846	31	1	1	55	1	206	2	2	0	0	2	9	37322	0	0	0	0	1	3337	9	13	34	0	0	0	0	2	37322	0	0	2	37322	0	0	0	0	0	0	9	1	0	44535	200	0	0	0
2552191	31	1	1	41	2	166	4	3	0	0	0	8	204	0	0	0	0	1	-1968	8	14	23	0	0	0	0	1	204	0	0	1	204	0	0	0	0	0	0	6	2	1	1109	0	0	0	70
2553811	31	1	0	55	1	146	1	2	0	0	2	9	31726	0	0	0	0	1	14976	9	13	43	0	0	0	0	1	31726	0	0	1	31726	0	0	0	0	0	0	26	1	0	38529	0	1	0	0
2555010	31	1	0	47	3	211	4	3	0	0	0	7	0	0	0	0	0	1	2814	7	14	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5959	300	1	0	13
2557926	92	1	0	31	2	143	2	2	0	0	1	20	44289	6	32886	0	32886	1	6971	20	13	40	0	0	0	0	3	44289	2	36481	1	7808	0	0	0	0	0	0	12	1	0	51660	0	1	0	0
2557961	31	1	0	31	2	142	2	2	0	0	0	9	63516	0	0	0	0	1	4927	9	15	30	0	0	0	0	2	63516	2	63516	0	0	0	0	0	0	0	0	13	1	0	67263	0	1	0	16
2558744	31	1	1	44	3	124	2	2	0	0	3	14	26746	0	0	0	0	1	7117	14	13	35	0	0	0	0	1	26746	0	0	1	26746	0	0	0	0	0	0	13	1	0	33413	500	0	0	1
2559045	31	2	1	29	2	119	4	4	0	0	1	6	3007	6	8413	8413	0	1	2222	6	16	23	0	0	0	0	1	3007	1	3007	0	0	0	0	0	0	0	0	10	1	0	4683	0	0	0	0
2560564	31	1	0	36	1	88	2	4	0	0	1	4	0	0	2152	2152	0	1	-2817	4	13	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0	90
2562152	31	1	0	28	1	72	3	2	0	0	2	2	48240	0	0	0	0	1	1816	2	13	16	0	0	0	0	2	48240	0	0	2	48240	0	0	0	0	0	0	5	1	0	70232	0	1	0	0
2564356	31	1	1	26	2	42	2	4	0	0	0	0	0	0	0	0	0	1	-87	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	60
2642500	82	7	0	42	3	216	1	1	0	0	3	15	115116	9	51247	11310	39937	1	-1572	15	13	30	0	0	0	0	3	115116	2	114964	1	152	0	0	0	0	0	0	7	1	0	116484	500	1	0	54
2643298	65	1	0	42	2	190	2	4	0	0	2	7	5861	16	17637	0	17637	1	2638	7	13	32	35500	0	0	0	1	5861	0	0	1	5861	0	0	0	0	0	0	12	1	0	11536	200	1	0	0
2645517	31	1	0	48	1	166	2	1	0	0	0	8	183	0	0	0	0	1	4088	8	14	27	0	0	0	0	2	183	1	0	1	183	0	0	0	0	0	0	0	1	0	8142	0	1	0	0
2649530	31	2	0	50	3	55	2	1	0	0	1	17	127248	0	0	0	0	1	4180	17	13	28	0	0	0	0	2	127248	1	89277	1	37971	0	0	0	0	0	0	10	1	0	132486	0	1	0	0
2740383	65	1	0	56	2	295	2	3	0	0	0	3	45081	0	0	0	0	1	3231	3	14	34	39000	0	0	0	2	45081	0	0	2	45081	0	0	0	0	0	0	13	1	0	46714	0	1	0	0
2740443	65	1	1	60	1	292	6	1	0	0	1	35	81286	0	0	0	0	1	7536	22	13	33	39942	0	3	291950	3	81286	1	10067	1	40000	1	31219	0	0	0	0	0	1	0	408302	324276	0	0	0
2741219	65	1	1	40	1	262	1	4	0	0	7	44	160354	6	358063	0	0	3	4669	33	13	81	58900	358063	1	8125	3	160354	1	129973	2	30381	0	0	0	0	0	0	9	3	0	185650	8747	0	0	36
2742152	65	2	0	53	3	205	2	2	0	0	0	3	12482	0	0	0	0	1	2729	3	16	7	0	0	1	14006	3	12482	0	0	3	12482	0	0	0	0	0	0	0	1	0	28622	14680	1	0	5
2743596	65	1	0	42	1	167	2	1	0	0	1	16	144648	0	0	0	0	2	6595	14	13	24	0	0	1	70917	2	144648	1	114648	1	30000	0	0	0	0	0	0	12	1	0	226767	73066	1	0	0
2743867	31	3	0	28	2	116	3	2	0	0	0	7	89248	0	0	0	0	2	6263	7	13	15	0	0	0	0	4	89248	1	28983	3	60265	0	0	0	0	0	0	1	1	0	99665	0	1	0	0
2744005	65	1	0	35	2	198	3	3	0	0	2	3	2116	45	5216	0	5216	1	1344	3	13	5	0	0	0	0	1	2116	1	2116	0	0	0	0	0	0	0	0	0	1	1	5901	0	1	0	0
2744349	65	1	1	25	2	87	4	3	0	0	1	5	34911	0	0	0	0	1	39711	5	16	6	0	0	0	0	2	34911	0	0	2	34911	0	0	0	0	0	0	1	1	0	88765	0	0	0	0
2840122	31	1	1	54	1	311	1	1	0	0	0	111	353070	0	0	0	0	1	126278	61	13	57	41500	0	2	113357	3	353070	2	321879	1	31191	0	0	0	0	0	0	18	2	0	515532	136090	0	0	0
2841077	31	1	1	42	1	280	1	2	0	0	1	11	0	10	3855	0	0	1	7012	11	14	29	26000	3855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8075	500	0	0	0
2842638	31	1	1	50	1	247	1	4	0	0	1	11	34210	0	0	0	0	1	8858	11	13	79	70800	0	1	50508	2	34210	0	0	2	34210	0	0	0	0	0	0	32	2	1	99633	50608	0	0	6
2844609	31	1	1	37	1	205	1	1	0	0	0	13	58461	16	128423	0	0	1	18926	13	13	43	20500	128423	0	0	2	58461	1	16199	1	42262	0	0	0	0	0	0	15	1	0	73489	1352	0	0	0
2844646	31	1	1	52	1	204	1	1	0	0	1	16	14030	0	0	0	0	1	6429	15	14	46	0	0	0	0	1	14030	0	0	1	14030	0	0	0	0	0	0	19	1	0	26980	898	0	0	0
2845006	31	1	0	58	1	197	1	2	0	0	2	32	92328	5	126742	0	126742	1	28136	31	13	85	0	0	0	0	1	92328	0	0	1	92328	0	0	0	0	0	0	42	1	0	116162	0	1	0	30
2846147	31	1	1	33	1	168	2	4	0	0	2	14	66458	6	18418	0	18418	1	5279	12	13	53	26000	0	0	0	3	66458	1	36041	2	30417	0	0	0	0	0	0	4	1	0	75044	0	0	0	1
2846228	9	1	1	50	1	268	2	2	0	-2	0	30	41475	13	40850	6061	34789	1	16450	30	13	47	0	0	0	0	2	41475	2	41475	0	0	0	0	0	0	0	0	12	1	0	53052	2000	0	0	0
2847806	31	1	1	30	2	130	3	3	0	0	1	12	10678	8	11153	428	10725	1	4643	12	14	56	55400	0	0	0	1	10678	1	10678	0	0	0	0	0	0	0	0	27	1	0	10678	0	0	0	9
2847818	31	1	0	51	5	130	2	2	0	0	0	27	13179	0	0	0	0	1	3368	27	13	41	20000	0	1	4461	1	13179	0	0	1	13179	0	0	0	0	0	0	5	1	0	19015	4461	1	0	54
2848485	31	1	0	43	3	117	1	1	0	0	5	61	38256	8	244178	17881	50437	2	42430	60	13	68	0	175860	0	0	3	38256	2	38129	1	127	0	0	0	0	0	0	18	2	0	42268	0	1	0	81
2849971	31	1	1	45	1	86	1	2	0	0	2	19	1003	0	0	0	0	1	15673	19	13	63	0	0	0	0	1	1003	0	0	1	1003	0	0	0	0	0	0	4	1	0	15832	0	0	0	0
2850135	31	2	0	41	3	82	2	2	0	0	4	13	5038	6	6262	6262	0	1	-768	13	13	54	0	0	0	0	2	5038	1	4868	1	170	0	0	0	0	0	0	16	1	0	5038	0	1	0	46
2850286	31	1	1	24	2	79	3	3	0	0	1	5	79912	0	0	0	0	1	1485	5	14	27	0	0	0	0	1	79912	1	79912	0	0	0	0	0	0	0	0	5	1	0	82733	0	0	0	20
2852336	32	1	0	42	1	42	2	3	0	0	0	5	0	0	0	0	0	1	1038	5	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	16	0	1	0	0
2941380	82	5	1	51	1	214	2	2	0	0	1	13	13455	27	88277	0	88277	1	4114	13	14	24	0	0	0	0	3	13455	2	12577	0	0	1	878	0	0	0	0	5	1	0	20695	500	0	0	8
2941573	82	5	0	47	1	199	1	3	0	0	0	20	105	9	131883	0	131883	2	-174	21	13	56	0	0	0	0	2	105	1	0	1	105	0	0	0	0	0	0	31	1	0	2779	0	1	0	57
3041942	31	2	1	57	1	256	2	2	0	0	0	13	286	9	2373	0	2373	1	7911	13	14	47	0	0	0	0	2	286	0	0	2	286	0	0	0	0	0	0	16	1	0	6063	0	0	0	0
3044574	31	1	0	48	2	297	2	3	0	0	2	29	0	3	21055	0	21055	1	-5194	28	13	65	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	11	3	2	5610	200	1	0	74
3142910	31	3	1	54	1	231	2	2	0	0	0	21	68783	8	20349	0	0	1	10118	17	13	10	0	20349	0	0	2	68783	1	41953	1	26830	0	0	0	0	0	0	2	1	0	80362	500	0	0	0
3143120	31	3	1	38	2	223	2	2	0	0	1	9	0	0	0	0	0	1	9199	9	13	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	14589	0	0	0	0
3145085	31	1	0	33	2	161	4	3	0	0	0	10	0	0	0	0	0	1	6331	10	13	24	39000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	617	0	1	0	0
3145477	31	2	0	36	2	147	1	2	0	0	1	16	12174	0	0	0	0	1	5686	13	13	34	15000	0	0	0	1	12174	0	0	1	12174	0	0	0	0	0	0	15	1	0	21327	0	1	0	5
3145563	31	3	1	38	4	143	2	4	0	0	0	19	11075	7	23667	0	23667	1	4141	11	13	38	0	0	0	0	1	11075	0	0	1	11075	0	0	0	0	0	0	11	1	0	16469	0	0	0	0
3146067	81	3	1	59	2	123	1	4	0	-3	2	34	189	9	240408	62310	178098	2	-42411	34	13	43	290530	0	0	0	1	189	0	0	1	189	0	0	0	0	0	0	13	2	0	197	0	0	0	114
3146161	31	3	0	57	3	120	2	1	0	0	1	17	269112	0	0	0	0	1	3998	14	13	47	0	0	1	43179	3	269112	2	239112	1	30000	0	0	0	0	0	0	0	1	1	318116	43179	1	0	0
3243479	31	1	0	37	1	170	2	4	0	0	0	10	2125	0	0	0	0	1	3328	10	13	41	29090	0	0	0	1	2125	0	0	1	2125	0	0	0	0	0	0	16	1	0	5980	0	1	0	0
3243640	31	1	1	41	2	238	1	3	0	-2	0	14	279	12	29021	2131	26890	1	-5244	13	13	36	0	0	0	0	3	279	1	0	2	279	0	0	0	0	0	0	10	2	1	479	200	0	0	76
3244235	95	1	1	32	1	138	1	4	0	0	0	22	313	39	462600	237	13889	2	-2897	22	13	56	155260	448474	0	0	3	313	2	0	1	313	0	0	0	0	0	0	15	2	1	1178	0	0	0	97
3244536	31	1	0	50	3	125	2	3	0	0	0	3	0	0	0	0	0	1	2646	3	14	21	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2541	0	1	0	0
3245197	31	1	1	45	2	102	4	3	0	0	1	7	2703	0	1037	1037	0	1	1570	6	13	15	0	0	0	0	1	2703	0	0	1	2703	0	0	0	0	0	0	0	1	1	2703	0	0	0	17
3250756	31	1	0	45	1	236	1	2	0	0	1	87	99953	8	257301	0	0	1	155776	87	13	58	0	257301	0	0	1	99953	1	99953	0	0	0	0	0	0	0	0	25	2	0	289655	0	1	0	0
3251040	31	2	0	53	3	224	1	2	0	0	2	107	2335	19	20394	0	20394	1	51583	107	14	31	0	0	0	0	1	2335	1	2335	0	0	0	0	0	0	0	0	4	1	0	27061	0	1	0	0
3253668	31	3	1	36	1	115	4	3	0	0	0	3	0	0	0	0	0	1	1188	3	21	6	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	171	0	0	0	0
3256410	31	3	0	22	2	77	3	3	0	0	3	12	0	0	0	0	0	1	2994	12	13	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	0	4557	0	1	0	14
3340129	31	1	1	65	3	313	4	2	0	0	0	10	35397	0	3260	3260	0	1	138	10	13	27	50500	0	2	39521	3	35397	1	34740	2	657	0	0	0	0	0	0	5	1	0	75418	40021	0	0	51
3340480	31	1	1	60	1	306	1	2	0	0	0	58	34667	1	10370	0	10370	1	10789	46	14	64	0	0	0	0	1	34667	0	0	1	34667	0	0	0	0	0	0	23	3	0	59632	0	0	0	6
3341425	31	1	1	58	1	279	1	1	0	0	10	68	85716	0	0	0	0	2	22306	68	13	55	73950	0	0	0	3	85716	1	10143	2	75573	0	0	0	0	0	0	5	3	0	109336	750	0	0	0
3342318	31	1	1	44	1	256	1	2	0	0	3	15	155	0	0	0	0	1	5803	15	13	53	0	0	0	0	1	155	0	0	1	155	0	0	0	0	0	0	24	2	1	8222	0	0	0	3
3342565	31	1	1	36	2	249	2	2	0	0	0	5	11012	0	0	0	0	1	18392	1	13	37	84400	0	0	0	2	11012	1	0	1	11012	0	0	0	0	0	0	13	3	2	18939	0	0	0	0
3344663	31	1	1	19	2	191	3	3	0	0	2	1	57818	0	0	0	0	1	402	1	15	15	0	0	0	0	3	78967	2	57818	0	0	0	0	1	21149	0	0	0	2	1	81462	0	0	0	0
3345060	31	1	0	40	2	188	1	4	0	0	3	9	100	0	4929	4929	0	1	-2242	9	13	40	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	0	1	1	100	0	1	0	78
3348053	31	1	1	25	2	97	3	3	0	0	1	8	8037	0	0	0	0	1	3938	8	15	42	0	0	0	0	2	8037	1	7930	1	107	0	0	0	0	0	0	29	2	1	13221	0	0	0	7
3442066	82	1	1	40	2	238	1	3	0	0	0	2	0	0	0	0	0	1	5494	2	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2529	0	0	0	0
3444017	82	1	1	31	2	152	2	2	0	0	0	9	50200	12	49172	12124	37048	1	-8161	9	13	41	0	0	0	0	4	50200	2	49822	2	378	0	0	0	0	0	0	22	1	0	50200	0	0	0	82
3460239	82	3	1	60	1	176	6	2	0	0	1	11	256	3	21444	0	21444	1	6048	10	13	52	0	0	0	0	1	256	0	0	1	256	0	0	0	0	0	0	10	1	0	36631	0	0	0	3
3460626	82	3	1	49	1	142	2	1	0	0	0	31	44014	8	186054	0	186054	1	7923	30	13	89	0	0	0	0	3	44014	2	43914	1	100	0	0	0	0	0	0	23	2	0	56232	311	0	0	0
3462789	82	3	0	29	1	67	1	1	0	0	1	11	122344	0	0	0	0	1	20118	9	14	36	14000	0	0	0	3	122344	2	103374	1	18970	0	0	0	0	0	0	8	1	0	143110	0	1	0	0
3740915	65	1	1	49	1	315	2	2	0	0	3	18	12176	17	147106	0	147106	1	14035	18	14	22	49930	0	0	0	2	12176	2	12176	0	0	0	0	0	0	0	0	0	1	0	15016	2558	0	0	0
3743601	65	1	1	39	2	161	1	1	0	0	1	18	150193	20	82914	0	82914	1	10523	18	13	39	0	0	0	0	4	150193	1	29237	3	120956	0	0	0	0	0	0	11	1	0	155301	0	0	0	0
3744033	64	1	0	31	2	152	1	1	0	0	3	32	67963	0	0	0	0	1	10307	32	13	62	0	0	1	14208	3	67963	2	10664	1	57299	0	0	0	0	0	0	24	1	0	90134	16754	1	0	0
3745854	65	1	1	43	1	137	1	2	0	0	0	28	26280	11	211408	0	211408	1	37582	28	14	54	0	0	0	0	3	26280	2	26178	1	102	0	0	0	0	0	0	18	1	0	55272	0	0	0	0
3746417	65	1	1	24	2	60	4	2	0	0	1	7	57361	0	0	0	0	1	5949	7	13	18	0	0	0	0	2	57361	1	49008	1	8353	0	0	0	0	0	0	6	1	0	58802	0	0	0	0
3841317	31	3	1	55	3	223	1	1	0	0	0	22	29891	0	0	0	0	1	5944	22	14	25	0	0	0	0	2	29891	0	0	2	29891	0	0	0	0	0	0	7	1	0	33658	0	0	0	0
4001437	81	1	0	52	3	148	2	4	0	0	1	3	200	9	14092	14092	0	1	-6145	3	13	20	0	0	1	19819	1	200	0	0	1	200	0	0	0	0	0	0	8	2	0	20019	19819	1	0	90
5000996	82	3	0	60	1	41	3	3	0	0	2	5	0	0	0	0	0	1	4047	5	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3582	0	1	0	0
5002382	9	1	0	39	2	40	2	4	0	0	0	9	5616	0	0	0	0	1	4633	9	13	27	0	0	0	0	1	5616	0	0	1	5616	0	0	0	0	0	0	5	1	0	7579	0	1	0	0
5004713	31	1	1	42	1	39	1	2	0	0	0	13	100	0	0	0	0	1	378	13	13	44	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	9	1	0	1971	0	0	0	48
5004931	31	1	1	20	2	39	2	3	0	0	4	7	100	0	10329	10329	0	1	2038	7	13	29	0	0	0	0	2	100	1	0	1	100	0	0	0	0	0	0	9	1	0	200	0	0	0	2
5005108	31	1	1	26	2	39	3	2	0	0	3	3	6523	16	16031	16031	0	1	29985	1	14	19	55900	0	0	0	2	6523	0	0	2	6523	0	0	0	0	0	0	0	1	1	8331	0	0	0	0
5007656	82	2	1	32	1	38	4	4	0	0	1	5	0	0	2	2	0	1	2654	5	16	13	41710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	5
5011589	65	3	1	30	2	37	2	4	0	0	0	8	3792	10	63839	0	63839	1	8298	8	13	44	35000	0	0	0	3	3792	2	3628	1	164	0	0	0	0	0	0	14	1	0	10532	0	0	0	1
5017549	31	1	1	29	4	34	2	2	0	0	0	8	73504	0	0	0	0	1	4021	7	13	49	1266	0	0	0	4	73504	2	34164	1	39340	0	0	1	0	0	0	15	1	0	74754	0	0	0	0
5018414	32	1	1	50	1	34	1	2	0	0	1	26	3600	15	393327	0	0	1	4619	26	13	100	0	393327	0	0	1	3600	0	0	1	3600	0	0	0	0	0	0	21	1	0	7826	0	0	0	5
5018684	82	2	0	29	2	34	4	4	0	0	0	40	22500	0	0	0	0	1	6820	32	13	32	10000	0	0	0	2	22500	1	2400	1	20100	0	0	0	0	0	0	1	1	0	25707	0	1	0	28
5021257	31	1	1	21	2	33	3	3	0	0	1	2	0	0	0	0	0	1	919	2	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	908	0	0	0	8
5023674	82	2	0	44	2	32	1	2	0	0	0	15	115577	34	242261	0	0	1	4852	13	13	19	0	242261	0	0	1	115577	0	0	1	115577	0	0	0	0	0	0	0	1	0	122951	2097	1	0	0
5023979	16	4	0	28	1	32	1	1	0	0	2	30	147118	4	75584	0	75584	1	10891	13	14	47	3500	0	0	0	2	147118	1	97710	1	49408	0	0	0	0	0	0	33	1	0	155202	0	1	0	2
5025493	31	2	1	40	2	31	1	4	0	0	0	20	104	0	0	0	0	1	3674	20	13	61	0	0	0	0	2	104	1	0	1	104	0	0	0	0	0	0	24	1	0	12908	0	0	0	29
5025657	31	2	1	30	1	31	3	2	0	0	0	2	671	0	0	0	0	1	807	2	13	6	0	0	0	0	1	671	0	0	1	671	0	0	0	0	0	0	1	2	0	1328	0	0	0	4
5026024	32	5	0	23	2	31	3	3	0	0	0	7	0	0	0	0	0	1	9947	7	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	25431	0	1	0	0
5026077	65	1	1	34	4	31	2	4	0	0	2	3	0	0	938	938	0	1	982	3	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	12
5028399	31	3	1	42	1	30	2	3	0	0	2	11	0	6	4136	4136	0	1	-2308	11	13	45	42120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	76
5030918	31	1	1	48	1	29	1	4	0	0	0	24	0	0	0	0	0	1	6082	24	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	3877	0	0	0	6
5030976	31	1	0	21	2	29	3	4	0	0	1	4	0	0	0	0	0	1	1228	4	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3028	0	1	0	14
